object_probs,left,top,right,bottom
motorbike 0.84241,268,378,306,436
motorbike 0.83301,677,352,744,393
person 0.59181 motorbike 0.56214,390,271,411,301
person 0.88045 motorbike 0.52804,319,295,337,324
car 0.98585,208,248,260,277
car 0.88082,338,338,414,410
car 0.61760,342,250,385,276
bicycle 0.65552,746,369,817,413
person 0.88579,264,368,306,428
person 0.88487,761,345,800,406
person 0.70275,254,316,275,350
person 0.58676,695,333,727,373
person 0.58640,374,272,397,303
person 0.57712,175,273,188,298
person 0.56939,190,291,206,317
person 0.51638,687,343,735,389
