object_probs,left,top,right,bottom
truck 0.50628,209,291,329,401
motorbike 0.89731,184,484,226,543
motorbike 0.70260,225,411,255,450
motorbike 0.63802,262,432,292,469
motorbike 0.63452,834,381,882,433
person 0.58734 motorbike 0.56404,394,291,414,316
car 0.97070,520,318,633,395
car 0.96573,913,395,1079,504
person 0.77462,453,273,471,304
person 0.76518,255,397,295,461
person 0.74330,177,451,219,504
person 0.71868,831,343,878,404
person 0.67045,441,276,458,309
person 0.60249,821,357,868,421
person 0.59768,515,308,536,343
person 0.55643,1035,380,1058,401
