object_probs,left,top,right,bottom
truck 0.72259,0,471,156,707
motorbike 0.84466,611,334,642,372
motorbike 0.73968,514,348,572,393
motorbike 0.73382,939,385,1008,441
motorbike 0.72030,736,379,781,430
person 0.73394 motorbike 0.66376,552,291,577,326
motorbike 0.63371,206,488,272,569
motorbike 0.62891,478,312,504,348
car 0.85276,444,283,521,327
person 0.95258,234,429,283,516
person 0.86989,518,345,569,393
person 0.64519,740,354,768,390
person 0.56844,735,359,776,423
person 0.54634,948,377,993,439
