object_probs,left,top,right,bottom
truck 0.70016,227,238,366,340
truck 0.59800,115,347,334,566
motorbike 0.74227,1011,417,1079,489
motorbike 0.73322,511,305,536,342
motorbike 0.71836,912,367,975,421
motorbike 0.70500,13,600,99,717
motorbike 0.64528,397,326,428,363
motorbike 0.54496,752,396,793,455
person 0.71582 motorbike 0.52770,512,288,538,327
person 0.78738,921,361,967,421
car 0.97650,578,317,697,383
car 0.86639,390,275,451,325
person 0.82177,743,377,783,444
person 0.71906,1023,406,1070,468
person 0.71243,37,532,115,661
person 0.55387,625,302,643,319
