object_probs,left,top,right,bottom
truck 0.56595,288,297,371,386
motorbike 0.97533,424,570,514,668
motorbike 0.95134,966,419,1009,485
motorbike 0.94001,575,480,649,555
motorbike 0.83723,737,586,815,650
motorbike 0.79562,314,537,417,608
motorbike 0.61671,280,441,320,504
car 0.99487,717,407,907,519
car 0.99166,774,292,902,336
car 0.62957,288,294,369,378
car 0.60652,346,244,394,294
person 0.95216,968,399,1009,468
person 0.91342,588,450,636,541
person 0.81079,336,498,384,581
person 0.77602,273,424,315,489
person 0.71494,426,539,506,624
person 0.61155,708,488,760,581
person 0.51269,709,521,802,600
