object_probs,left,top,right,bottom
truck 0.57346,0,474,152,711
motorbike 0.84275,930,388,999,440
motorbike 0.81613,602,330,633,368
motorbike 0.73813,204,490,269,569
person 0.50234 motorbike 0.73309,478,312,504,349
motorbike 0.66011,516,350,573,393
person 0.53434,601,322,639,371
motorbike 0.51604,729,378,773,430
car 0.83305,444,283,519,326
person 0.93312,233,430,281,516
person 0.83374,521,347,570,393
person 0.81907,945,367,984,428
person 0.74468,728,357,772,426
person 0.56737,546,292,569,324
person 0.52114,213,474,265,562
