object_probs,left,top,right,bottom
motorbike 0.88160,579,330,604,367
motorbike 0.87004,495,330,521,363
motorbike 0.72568,231,376,269,434
motorbike 0.50988,728,381,773,428
car 0.84067,830,396,1051,532
car 0.76799,404,263,456,297
person 0.81196,737,328,778,380
person 0.76155,820,436,855,517
person 0.75004,294,329,321,368
person 0.68658,573,316,599,352
person 0.67987,230,363,271,428
person 0.64280,329,272,349,305
person 0.62891,141,500,198,574
person 0.54166,495,318,519,349
person 0.51415,473,277,493,305
