object_probs,left,top,right,bottom
motorbike 0.91710,974,390,1003,425
motorbike 0.87374,665,449,725,504
motorbike 0.85371,608,499,689,574
motorbike 0.77624,528,287,557,323
motorbike 0.73544,858,380,902,433
motorbike 0.72766,926,367,955,403
person 0.55531 motorbike 0.59962,928,351,953,389
car 0.95964,74,605,476,712
car 0.92879,396,260,466,300
car 0.88322,229,256,298,309
car 0.79601,1018,325,1078,376
car 0.72974,321,238,363,265
person 0.96110,975,360,1010,419
person 0.92256,860,364,900,421
person 0.89751,610,469,663,556
person 0.71868,932,340,955,366
person 0.70358,677,417,707,453
person 0.70315,373,268,394,305
person 0.70169,952,312,975,352
person 0.65594,673,420,719,487
