object_probs,left,top,right,bottom
motorbike 0.93990,679,481,751,543
motorbike 0.86206,955,347,982,388
motorbike 0.81680,996,373,1026,410
motorbike 0.58949,893,357,929,416
person 0.51158 motorbike 0.56928,573,289,598,324
car 0.98656,227,575,553,715
car 0.96656,406,262,480,305
car 0.91473,226,255,289,303
car 0.81194,1043,322,1079,379
person 0.92134,684,446,741,537
person 0.80637,997,343,1030,405
person 0.76161,956,332,980,367
person 0.74928,373,271,393,305
person 0.74182,721,404,768,467
person 0.65272,891,347,930,405
person 0.64602,1000,308,1021,347
person 0.64305,498,639,625,719
person 0.62215,892,352,916,389
