object_probs,left,top,right,bottom
motorbike 0.90684,583,492,653,575
motorbike 0.89704,699,446,748,500
motorbike 0.83399,184,627,305,715
motorbike 0.80121,1038,380,1074,438
motorbike 0.65203,873,504,935,559
motorbike 0.58374,803,483,848,534
car 0.99485,870,288,987,333
car 0.99365,821,377,985,464
car 0.92694,277,288,352,360
car 0.53088,379,254,418,281
person 0.92404,803,439,853,520
person 0.86971,880,464,926,538
person 0.86830,216,582,262,662
person 0.85546,1039,362,1073,428
person 0.80257,564,410,613,492
person 0.77256,704,407,741,466
person 0.71148,590,468,643,564
person 0.53614,709,419,753,486
