object_probs,left,top,right,bottom
truck 0.57107,316,309,460,461
motorbike 0.84458,841,363,888,415
motorbike 0.78439,166,514,242,594
motorbike 0.76347,515,291,539,319
motorbike 0.75699,662,340,701,397
motorbike 0.70066,455,310,476,341
motorbike 0.57145,538,347,596,394
motorbike 0.51625,577,330,601,363
car 0.93390,0,554,73,707
car 0.58861,428,276,501,309
person 0.92685,214,451,266,535
person 0.79241,545,343,594,395
person 0.69723,847,353,875,388
person 0.57907,844,349,885,406
person 0.56361,666,335,691,369
person 0.55871,162,498,240,578
