object_probs,left,top,right,bottom
motorbike 0.93701,653,537,729,611
motorbike 0.93242,796,444,845,500
motorbike 0.82353,959,441,1006,505
motorbike 0.77889,879,421,925,475
motorbike 0.71781,846,525,903,595
car 0.98956,742,289,896,338
car 0.94808,0,551,149,711
car 0.61085,422,270,468,302
person 0.98308,964,415,1004,494
person 0.95589,846,478,904,586
person 0.93685,667,488,723,585
person 0.89657,355,643,424,716
person 0.87113,798,417,843,488
person 0.85543,883,397,925,466
person 0.76051,372,272,392,304
person 0.64683,800,415,832,456
person 0.59363,347,273,369,303
