object_probs,left,top,right,bottom
motorbike 0.93502,696,444,744,503
motorbike 0.92811,575,494,646,578
motorbike 0.91222,173,632,303,717
motorbike 0.90883,1035,380,1071,440
motorbike 0.75687,866,504,933,565
motorbike 0.52174,795,487,857,535
car 0.99402,865,289,987,334
car 0.98522,816,378,982,463
car 0.94517,279,288,351,361
car 0.56921,378,253,418,281
car 0.56602,351,248,418,292
person 0.88248,801,444,848,515
person 0.83029,699,416,742,489
person 0.81924,551,415,588,490
person 0.79684,200,586,243,659
person 0.76277,1035,363,1070,427
person 0.69948,585,474,635,562
person 0.63586,703,414,730,458
person 0.58901,874,476,923,555
