object_probs,left,top,right,bottom
motorbike 0.93192,855,388,911,435
motorbike 0.80247,502,311,526,338
motorbike 0.72868,590,347,620,390
motorbike 0.69718,419,272,442,291
motorbike 0.68670,243,348,269,386
person 0.60018 motorbike 0.62836,540,311,568,346
motorbike 0.55728,513,308,537,340
car 0.97073,698,286,817,334
person 0.90283,862,361,903,426
person 0.90235,240,333,268,378
person 0.79808,520,295,540,322
person 0.75618,503,296,525,323
person 0.73395,349,273,369,307
person 0.59578,332,268,352,312
person 0.53608,417,258,433,279
person 0.53082,224,269,244,309
person 0.53017,538,299,562,325
