object_probs,left,top,right,bottom
truck 0.83975,899,322,1076,586
bus 0.89538,476,247,613,382
motorbike 0.73747,660,325,688,365
motorbike 0.70399,753,384,798,433
motorbike 0.62985,621,331,656,367
motorbike 0.61221,710,350,735,386
motorbike 0.55241,717,355,746,391
motorbike 0.53710,808,366,876,416
motorbike 0.53581,848,368,873,407
car 0.52652,345,260,413,308
person 0.72994,756,362,796,422
person 0.66567,622,312,650,351
person 0.63280,661,314,688,352
person 0.62500,249,347,279,409
person 0.60269,829,336,855,370
person 0.54301,712,334,734,372
