object_probs,left,top,right,bottom
motorbike 0.94972,476,522,556,593
motorbike 0.82312,900,426,935,468
motorbike 0.75932,828,382,868,438
motorbike 0.73481,345,581,462,684
motorbike 0.64903,997,422,1042,480
motorbike 0.62534,788,378,821,414
car 0.97511,992,281,1079,324
car 0.96718,941,344,1068,410
car 0.85750,250,269,319,330
car 0.70332,374,251,444,293
person 0.97220,906,385,944,449
person 0.95376,749,404,795,473
person 0.86573,996,399,1032,468
person 0.82500,492,483,535,553
person 0.81687,794,346,819,394
person 0.80051,285,347,313,394
person 0.60901,355,572,441,681
person 0.58556,830,371,858,408
