object_probs,left,top,right,bottom
motorbike 0.97528,509,500,593,573
motorbike 0.81283,847,392,886,433
motorbike 0.72860,914,417,948,458
motorbike 0.72579,403,603,497,673
motorbike 0.70921,822,373,855,408
motorbike 0.69180,767,421,815,477
motorbike 0.59861,280,347,308,391
car 0.96225,954,341,1070,404
car 0.95327,1010,279,1078,323
car 0.94269,241,267,318,322
car 0.86058,384,256,456,302
car 0.56891,319,237,362,262
person 0.96390,769,397,815,466
person 0.94351,920,380,956,446
person 0.89566,1013,394,1052,459
person 0.88503,402,542,490,646
person 0.75487,528,472,575,557
person 0.66400,454,274,473,305
person 0.65550,825,348,849,387
person 0.51149,848,358,875,389
