object_probs,left,top,right,bottom
traffic light 0.76765,170,250,185,272
motorbike 0.84408,323,484,364,539
motorbike 0.68093,247,459,274,498
motorbike 0.60354,711,350,777,398
person 0.54269 motorbike 0.51908,389,271,410,301
car 0.99473,0,565,194,719
car 0.97740,717,284,848,335
car 0.89642,273,294,337,339
person 0.91151,236,424,273,485
person 0.80649,320,448,361,510
person 0.76390,526,278,542,303
person 0.70851,241,369,267,412
person 0.59321,190,299,207,330
person 0.59146,716,344,766,396
person 0.54790,239,355,263,387
