object_probs,left,top,right,bottom
bus 0.82670,143,418,374,585
motorbike 0.89048,896,421,941,479
motorbike 0.84733,1008,400,1048,460
motorbike 0.81890,759,522,824,584
motorbike 0.68498,991,368,1015,407
person 0.55723 motorbike 0.55884,882,291,915,327
car 0.98791,482,278,567,321
car 0.96356,949,282,1061,329
car 0.72046,8,628,445,719
person 0.96398,897,390,944,469
person 0.93628,1007,380,1049,450
person 0.92226,373,271,392,305
person 0.83384,764,468,821,562
person 0.71542,347,271,368,303
person 0.68864,991,349,1015,394
person 0.52458,1044,340,1068,396
