object_probs,left,top,right,bottom
motorbike 0.89451,834,444,883,497
motorbike 0.84733,585,558,670,644
motorbike 0.83989,920,460,969,529
motorbike 0.80013,734,484,796,534
motorbike 0.74086,793,572,856,634
car 0.99188,694,289,853,339
car 0.87642,387,267,461,303
person 0.98366,923,435,966,518
person 0.94274,790,510,858,613
person 0.91268,840,408,882,470
person 0.83195,740,437,784,506
person 0.81216,593,514,666,604
person 0.74370,507,275,523,305
person 0.62879,347,271,367,303
person 0.62469,372,270,394,304
person 0.58218,741,436,771,479
