object_probs,left,top,right,bottom
motorbike 0.96305,483,522,568,587
motorbike 0.86207,906,426,938,467
motorbike 0.76242,363,581,472,683
motorbike 0.75272,797,376,835,413
motorbike 0.70700,998,424,1044,476
motorbike 0.69716,750,415,797,482
motorbike 0.62946,833,381,875,438
motorbike 0.53350,906,399,944,460
person 0.73580 motorbike 0.51937,283,347,311,392
car 0.97695,944,343,1072,409
car 0.95753,1003,280,1077,326
car 0.91353,245,267,318,324
car 0.68153,372,252,446,294
person 0.96383,752,401,799,471
person 0.95772,908,384,946,447
person 0.84955,363,549,446,660
person 0.81820,802,346,826,393
person 0.77045,1002,399,1041,468
person 0.76204,502,482,551,557
