object_probs,left,top,right,bottom
motorbike 0.91765,267,614,381,706
motorbike 0.91155,416,652,528,719
motorbike 0.86164,106,584,190,649
motorbike 0.84465,758,536,836,616
motorbike 0.82690,1009,380,1045,439
motorbike 0.65101,862,291,900,327
person 0.53801 motorbike 0.55531,1055,330,1074,376
car 0.99321,618,288,737,334
car 0.97296,479,476,723,641
car 0.93366,305,335,396,455
car 0.70947,323,235,367,264
person 0.84570,373,273,393,304
person 0.77164,1011,363,1044,425
person 0.76929,423,619,519,705
person 0.72361,769,497,818,578
person 0.71561,106,545,155,617
person 0.53122,295,578,340,659
