object_probs,left,top,right,bottom
traffic light 0.51317,147,229,164,253
person 0.63564 motorbike 0.85852,352,313,377,345
motorbike 0.84343,276,440,323,502
motorbike 0.62104,785,352,858,394
person 0.51302 motorbike 0.61673,389,271,411,301
motorbike 0.52740,288,348,316,383
car 0.96910,218,254,264,286
car 0.87654,334,357,420,438
bicycle 0.96174,883,369,947,417
person 0.97996,271,416,323,490
person 0.90457,798,339,843,393
person 0.81266,895,345,940,405
person 0.66734,286,331,313,370
person 0.53489,205,309,224,338
