object_probs,left,top,right,bottom
truck 0.76659,0,419,261,675
truck 0.64402,258,239,418,380
motorbike 0.90556,266,415,310,490
motorbike 0.83738,729,360,777,412
motorbike 0.76828,985,442,1071,511
motorbike 0.75594,575,353,600,387
motorbike 0.69716,467,353,508,382
person 0.68781 motorbike 0.62818,437,272,457,303
motorbike 0.62211,667,331,695,357
car 0.94435,502,298,589,354
person 0.92521,261,382,302,442
person 0.91375,730,344,775,407
person 0.91146,465,325,509,379
person 0.70469,1010,416,1058,498
person 0.58773,565,332,592,374
person 0.53782,672,312,702,349
